user_id,app,item_id,item_label,dimension,raw_value_1_7,score_minus3_plus3,positive_side
U01,Glovo,9,Veloce/Lento,Efficienza,4,0,left
U01,Glovo,10,Originale/Convenzionale,Novità,5,-1,left
U01,Glovo,11,Ostruttivo/di Supporto,Affidabilità/controllo,5,1,right
U01,Glovo,12,Buono/Scarso,Attrattività,5,-1,left
U01,Glovo,13,Complicato/Facile,Comprensibilità,5,1,right
U01,Glovo,14,Repellente/Attraente,Attrattività,2,-2,right
U01,Glovo,15,Usuale/Moderno,Novità,5,1,right
U01,Glovo,16,Sgradevole/Gradevole,Attrattività,3,-1,right
U01,Glovo,17,Sicuro/Insicuro,Affidabilità/controllo,3,1,left
U01,Glovo,18,Attivante/Soporifero,Stimolazione,3,1,left
U01,Glovo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,3,1,left
U01,Glovo,20,Inefficiente/Efficiente,Efficienza,5,1,right
U01,Glovo,21,Chiaro/Confuso,Comprensibilità,3,1,left
U01,Glovo,22,Non Pragmatico/Pragmatico,Efficienza,5,1,right
U01,Glovo,23,Ordinato/Sovraccarico,Efficienza,5,-1,left
U01,Glovo,24,Invitante/Non Invitante,Attrattività,4,0,left
U01,Glovo,25,Congeniale/Ostile,Attrattività,3,1,left
U01,Glovo,26,Conservativo/Innovativo,Novità,5,1,right
U02,Deliveroo,1,Fastidioso/Piacevole,Attrattività,4,0,right
U02,Deliveroo,2,Incomprensibile/Comprensibile,Comprensibilità,5,1,right
U02,Deliveroo,3,Creativo/Privo di Fantasia,Novità,3,1,left
U02,Deliveroo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,5,-1,left
U02,Deliveroo,5,di Grande Valore/di Poco Valore,Stimolazione,3,1,left
U02,Deliveroo,6,Noioso/Appassionante,Stimolazione,3,-1,right
U02,Deliveroo,7,Non Interessante/Interessante,Stimolazione,4,0,right
U02,Deliveroo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,5,1,right
U02,Deliveroo,9,Veloce/Lento,Efficienza,5,-1,left
U02,Deliveroo,10,Originale/Convenzionale,Novità,6,-2,left
U02,Deliveroo,11,Ostruttivo/di Supporto,Affidabilità/controllo,6,2,right
U02,Deliveroo,12,Buono/Scarso,Attrattività,6,-2,left
U02,Deliveroo,13,Complicato/Facile,Comprensibilità,5,1,right
U02,Deliveroo,14,Repellente/Attraente,Attrattività,5,1,right
U02,Deliveroo,15,Usuale/Moderno,Novità,5,1,right
U02,Deliveroo,16,Sgradevole/Gradevole,Attrattività,5,1,right
U02,Deliveroo,17,Sicuro/Insicuro,Affidabilità/controllo,3,1,left
U02,Deliveroo,18,Attivante/Soporifero,Stimolazione,4,0,left
U02,Deliveroo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,6,-2,left
U02,Deliveroo,20,Inefficiente/Efficiente,Efficienza,5,1,right
U02,Deliveroo,21,Chiaro/Confuso,Comprensibilità,4,0,left
U02,Deliveroo,22,Non Pragmatico/Pragmatico,Efficienza,3,-1,right
U02,Deliveroo,23,Ordinato/Sovraccarico,Efficienza,3,1,left
U02,Deliveroo,24,Invitante/Non Invitante,Attrattività,5,-1,left
U02,Deliveroo,25,Congeniale/Ostile,Attrattività,4,0,left
U02,Deliveroo,26,Conservativo/Innovativo,Novità,4,0,right
U02,Glovo,1,Fastidioso/Piacevole,Attrattività,4,0,right
U02,Glovo,2,Incomprensibile/Comprensibile,Comprensibilità,3,-1,right
U02,Glovo,3,Creativo/Privo di Fantasia,Novità,2,2,left
U02,Glovo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,3,1,left
U02,Glovo,5,di Grande Valore/di Poco Valore,Stimolazione,5,-1,left
U02,Glovo,6,Noioso/Appassionante,Stimolazione,4,0,right
U02,Glovo,7,Non Interessante/Interessante,Stimolazione,4,0,right
U02,Glovo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,3,-1,right
U02,Glovo,9,Veloce/Lento,Efficienza,3,1,left
U02,Glovo,10,Originale/Convenzionale,Novità,3,1,left
U02,Glovo,11,Ostruttivo/di Supporto,Affidabilità/controllo,5,1,right
U02,Glovo,12,Buono/Scarso,Attrattività,5,-1,left
U02,Glovo,13,Complicato/Facile,Comprensibilità,5,1,right
U02,Glovo,14,Repellente/Attraente,Attrattività,4,0,right
U02,Glovo,15,Usuale/Moderno,Novità,6,2,right
U02,Glovo,16,Sgradevole/Gradevole,Attrattività,4,0,right
U02,Glovo,17,Sicuro/Insicuro,Affidabilità/controllo,4,0,left
U02,Glovo,18,Attivante/Soporifero,Stimolazione,5,-1,left
U02,Glovo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,6,-2,left
U02,Glovo,20,Inefficiente/Efficiente,Efficienza,5,1,right
U02,Glovo,21,Chiaro/Confuso,Comprensibilità,5,-1,left
U02,Glovo,22,Non Pragmatico/Pragmatico,Efficienza,2,-2,right
U02,Glovo,23,Ordinato/Sovraccarico,Efficienza,6,-2,left
U02,Glovo,24,Invitante/Non Invitante,Attrattività,3,1,left
U02,Glovo,25,Congeniale/Ostile,Attrattività,4,0,left
U02,Glovo,26,Conservativo/Innovativo,Novità,6,2,right
U03,Deliveroo,1,Fastidioso/Piacevole,Attrattività,2,-2,right
U03,Deliveroo,2,Incomprensibile/Comprensibile,Comprensibilità,2,-2,right
U03,Deliveroo,3,Creativo/Privo di Fantasia,Novità,5,-1,left
U03,Deliveroo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,5,-1,left
U03,Deliveroo,5,di Grande Valore/di Poco Valore,Stimolazione,7,-3,left
U03,Deliveroo,6,Noioso/Appassionante,Stimolazione,1,-3,right
U03,Deliveroo,7,Non Interessante/Interessante,Stimolazione,2,-2,right
U03,Deliveroo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,6,2,right
U03,Deliveroo,9,Veloce/Lento,Efficienza,4,0,left
U03,Deliveroo,10,Originale/Convenzionale,Novità,6,-2,left
U03,Deliveroo,11,Ostruttivo/di Supporto,Affidabilità/controllo,3,-1,right
U03,Deliveroo,12,Buono/Scarso,Attrattività,4,0,left
U03,Deliveroo,13,Complicato/Facile,Comprensibilità,3,-1,right
U03,Deliveroo,14,Repellente/Attraente,Attrattività,1,-3,right
U03,Deliveroo,15,Usuale/Moderno,Novità,3,-1,right
U03,Deliveroo,16,Sgradevole/Gradevole,Attrattività,1,-3,right
U03,Deliveroo,17,Sicuro/Insicuro,Affidabilità/controllo,4,0,left
U03,Deliveroo,18,Attivante/Soporifero,Stimolazione,5,-1,left
U03,Deliveroo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,5,-1,left
U03,Deliveroo,20,Inefficiente/Efficiente,Efficienza,4,0,right
U03,Deliveroo,21,Chiaro/Confuso,Comprensibilità,7,-3,left
U03,Deliveroo,22,Non Pragmatico/Pragmatico,Efficienza,1,-3,right
U03,Deliveroo,23,Ordinato/Sovraccarico,Efficienza,7,-3,left
U03,Deliveroo,24,Invitante/Non Invitante,Attrattività,7,-3,left
U03,Deliveroo,25,Congeniale/Ostile,Attrattività,7,-3,left
U03,Deliveroo,26,Conservativo/Innovativo,Novità,4,0,right
U03,Glovo,1,Fastidioso/Piacevole,Attrattività,3,-1,right
U03,Glovo,2,Incomprensibile/Comprensibile,Comprensibilità,4,0,right
U03,Glovo,3,Creativo/Privo di Fantasia,Novità,4,0,left
U03,Glovo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,2,2,left
U03,Glovo,5,di Grande Valore/di Poco Valore,Stimolazione,4,0,left
U03,Glovo,6,Noioso/Appassionante,Stimolazione,2,-2,right
U03,Glovo,7,Non Interessante/Interessante,Stimolazione,1,-3,right
U03,Glovo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,6,2,right
U03,Glovo,9,Veloce/Lento,Efficienza,3,1,left
U03,Glovo,10,Originale/Convenzionale,Novità,4,0,left
U03,Glovo,11,Ostruttivo/di Supporto,Affidabilità/controllo,4,0,right
U03,Glovo,12,Buono/Scarso,Attrattività,3,1,left
U03,Glovo,13,Complicato/Facile,Comprensibilità,5,1,right
U03,Glovo,14,Repellente/Attraente,Attrattività,1,-3,right
U03,Glovo,15,Usuale/Moderno,Novità,4,0,right
U03,Glovo,16,Sgradevole/Gradevole,Attrattività,3,-1,right
U03,Glovo,17,Sicuro/Insicuro,Affidabilità/controllo,4,0,left
U03,Glovo,18,Attivante/Soporifero,Stimolazione,5,-1,left
U03,Glovo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,2,2,left
U03,Glovo,20,Inefficiente/Efficiente,Efficienza,5,1,right
U03,Glovo,21,Chiaro/Confuso,Comprensibilità,3,1,left
U03,Glovo,22,Non Pragmatico/Pragmatico,Efficienza,5,1,right
U03,Glovo,23,Ordinato/Sovraccarico,Efficienza,3,1,left
U03,Glovo,24,Invitante/Non Invitante,Attrattività,5,-1,left
U03,Glovo,25,Congeniale/Ostile,Attrattività,4,0,left
U03,Glovo,26,Conservativo/Innovativo,Novità,4,0,right
U04,Deliveroo,1,Fastidioso/Piacevole,Attrattività,5,1,right
U04,Deliveroo,2,Incomprensibile/Comprensibile,Comprensibilità,3,-1,right
U04,Deliveroo,3,Creativo/Privo di Fantasia,Novità,3,1,left
U04,Deliveroo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,5,-1,left
U04,Deliveroo,5,di Grande Valore/di Poco Valore,Stimolazione,2,2,left
U04,Deliveroo,6,Noioso/Appassionante,Stimolazione,4,0,right
U04,Deliveroo,7,Non Interessante/Interessante,Stimolazione,5,1,right
U04,Deliveroo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,5,1,right
U04,Deliveroo,9,Veloce/Lento,Efficienza,3,1,left
U04,Deliveroo,10,Originale/Convenzionale,Novità,6,-2,left
U04,Deliveroo,11,Ostruttivo/di Supporto,Affidabilità/controllo,2,-2,right
U04,Deliveroo,12,Buono/Scarso,Attrattività,3,1,left
U04,Deliveroo,13,Complicato/Facile,Comprensibilità,3,-1,right
U04,Deliveroo,14,Repellente/Attraente,Attrattività,4,0,right
U04,Deliveroo,15,Usuale/Moderno,Novità,5,1,right
U04,Deliveroo,16,Sgradevole/Gradevole,Attrattività,5,1,right
U04,Deliveroo,17,Sicuro/Insicuro,Affidabilità/controllo,3,1,left
U04,Deliveroo,18,Attivante/Soporifero,Stimolazione,3,1,left
U04,Deliveroo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,3,1,left
U04,Deliveroo,20,Inefficiente/Efficiente,Efficienza,3,-1,right
U04,Deliveroo,21,Chiaro/Confuso,Comprensibilità,5,-1,left
U04,Deliveroo,22,Non Pragmatico/Pragmatico,Efficienza,5,1,right
U04,Deliveroo,23,Ordinato/Sovraccarico,Efficienza,6,-2,left
U04,Deliveroo,24,Invitante/Non Invitante,Attrattività,4,0,left
U04,Deliveroo,25,Congeniale/Ostile,Attrattività,5,-1,left
U04,Deliveroo,26,Conservativo/Innovativo,Novità,3,-1,right
U04,Glovo,1,Fastidioso/Piacevole,Attrattività,5,1,right
U04,Glovo,2,Incomprensibile/Comprensibile,Comprensibilità,5,1,right
U04,Glovo,3,Creativo/Privo di Fantasia,Novità,5,-1,left
U04,Glovo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,2,2,left
U04,Glovo,5,di Grande Valore/di Poco Valore,Stimolazione,2,2,left
U04,Glovo,6,Noioso/Appassionante,Stimolazione,3,-1,right
U04,Glovo,7,Non Interessante/Interessante,Stimolazione,3,-1,right
U04,Glovo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,5,1,right
U04,Glovo,9,Veloce/Lento,Efficienza,2,2,left
U04,Glovo,10,Originale/Convenzionale,Novità,6,-2,left
U04,Glovo,11,Ostruttivo/di Supporto,Affidabilità/controllo,5,1,right
U04,Glovo,12,Buono/Scarso,Attrattività,3,1,left
U04,Glovo,13,Complicato/Facile,Comprensibilità,5,1,right
U04,Glovo,14,Repellente/Attraente,Attrattività,4,0,right
U04,Glovo,15,Usuale/Moderno,Novità,5,1,right
U04,Glovo,16,Sgradevole/Gradevole,Attrattività,5,1,right
U04,Glovo,17,Sicuro/Insicuro,Affidabilità/controllo,3,1,left
U04,Glovo,18,Attivante/Soporifero,Stimolazione,4,0,left
U04,Glovo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,3,1,left
U04,Glovo,20,Inefficiente/Efficiente,Efficienza,5,1,right
U04,Glovo,21,Chiaro/Confuso,Comprensibilità,2,2,left
U04,Glovo,22,Non Pragmatico/Pragmatico,Efficienza,3,-1,right
U04,Glovo,23,Ordinato/Sovraccarico,Efficienza,6,-2,left
U04,Glovo,24,Invitante/Non Invitante,Attrattività,3,1,left
U04,Glovo,25,Congeniale/Ostile,Attrattività,3,1,left
U04,Glovo,26,Conservativo/Innovativo,Novità,3,-1,right
U05,Deliveroo,1,Fastidioso/Piacevole,Attrattività,3,-1,right
U05,Deliveroo,2,Incomprensibile/Comprensibile,Comprensibilità,3,-1,right
U05,Deliveroo,3,Creativo/Privo di Fantasia,Novità,4,0,left
U05,Deliveroo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,4,0,left
U05,Deliveroo,5,di Grande Valore/di Poco Valore,Stimolazione,5,-1,left
U05,Deliveroo,6,Noioso/Appassionante,Stimolazione,3,-1,right
U05,Deliveroo,7,Non Interessante/Interessante,Stimolazione,4,0,right
U05,Deliveroo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,6,2,right
U05,Deliveroo,9,Veloce/Lento,Efficienza,3,1,left
U05,Deliveroo,10,Originale/Convenzionale,Novità,5,-1,left
U05,Deliveroo,11,Ostruttivo/di Supporto,Affidabilità/controllo,5,1,right
U05,Deliveroo,12,Buono/Scarso,Attrattività,5,-1,left
U05,Deliveroo,13,Complicato/Facile,Comprensibilità,3,-1,right
U05,Deliveroo,14,Repellente/Attraente,Attrattività,2,-2,right
U05,Deliveroo,15,Usuale/Moderno,Novità,3,-1,right
U05,Deliveroo,16,Sgradevole/Gradevole,Attrattività,3,-1,right
U05,Deliveroo,17,Sicuro/Insicuro,Affidabilità/controllo,2,2,left
U05,Deliveroo,18,Attivante/Soporifero,Stimolazione,3,1,left
U05,Deliveroo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,5,-1,left
U05,Deliveroo,20,Inefficiente/Efficiente,Efficienza,5,1,right
U05,Deliveroo,21,Chiaro/Confuso,Comprensibilità,5,-1,left
U05,Deliveroo,22,Non Pragmatico/Pragmatico,Efficienza,5,1,right
U05,Deliveroo,23,Ordinato/Sovraccarico,Efficienza,6,-2,left
U05,Deliveroo,24,Invitante/Non Invitante,Attrattività,4,0,left
U05,Deliveroo,25,Congeniale/Ostile,Attrattività,5,-1,left
U05,Deliveroo,26,Conservativo/Innovativo,Novità,3,-1,right
U05,Glovo,1,Fastidioso/Piacevole,Attrattività,5,1,right
U05,Glovo,2,Incomprensibile/Comprensibile,Comprensibilità,5,1,right
U05,Glovo,3,Creativo/Privo di Fantasia,Novità,4,0,left
U05,Glovo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,3,1,left
U05,Glovo,5,di Grande Valore/di Poco Valore,Stimolazione,4,0,left
U05,Glovo,6,Noioso/Appassionante,Stimolazione,3,-1,right
U05,Glovo,7,Non Interessante/Interessante,Stimolazione,5,1,right
U05,Glovo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,6,2,right
U05,Glovo,9,Veloce/Lento,Efficienza,2,2,left
U05,Glovo,10,Originale/Convenzionale,Novità,4,0,left
U05,Glovo,11,Ostruttivo/di Supporto,Affidabilità/controllo,5,1,right
U05,Glovo,12,Buono/Scarso,Attrattività,3,1,left
U05,Glovo,13,Complicato/Facile,Comprensibilità,6,2,right
U05,Glovo,14,Repellente/Attraente,Attrattività,5,1,right
U05,Glovo,15,Usuale/Moderno,Novità,5,1,right
U05,Glovo,16,Sgradevole/Gradevole,Attrattività,5,1,right
U05,Glovo,17,Sicuro/Insicuro,Affidabilità/controllo,2,2,left
U05,Glovo,18,Attivante/Soporifero,Stimolazione,2,2,left
U05,Glovo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,3,1,left
U05,Glovo,20,Inefficiente/Efficiente,Efficienza,5,1,right
U05,Glovo,21,Chiaro/Confuso,Comprensibilità,2,2,left
U05,Glovo,22,Non Pragmatico/Pragmatico,Efficienza,5,1,right
U05,Glovo,23,Ordinato/Sovraccarico,Efficienza,2,2,left
U05,Glovo,24,Invitante/Non Invitante,Attrattività,3,1,left
U05,Glovo,25,Congeniale/Ostile,Attrattività,3,1,left
U05,Glovo,26,Conservativo/Innovativo,Novità,4,0,right
U06,Deliveroo,1,Fastidioso/Piacevole,Attrattività,3,-1,right
U06,Deliveroo,2,Incomprensibile/Comprensibile,Comprensibilità,2,-2,right
U06,Deliveroo,3,Creativo/Privo di Fantasia,Novità,6,-2,left
U06,Deliveroo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,5,-1,left
U06,Deliveroo,5,di Grande Valore/di Poco Valore,Stimolazione,4,0,left
U06,Deliveroo,6,Noioso/Appassionante,Stimolazione,1,-3,right
U06,Deliveroo,7,Non Interessante/Interessante,Stimolazione,1,-3,right
U06,Deliveroo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,2,-2,right
U06,Deliveroo,9,Veloce/Lento,Efficienza,7,-3,left
U06,Deliveroo,10,Originale/Convenzionale,Novità,7,-3,left
U06,Deliveroo,11,Ostruttivo/di Supporto,Affidabilità/controllo,1,-3,right
U06,Deliveroo,12,Buono/Scarso,Attrattività,6,-2,left
U06,Deliveroo,13,Complicato/Facile,Comprensibilità,3,-1,right
U06,Deliveroo,14,Repellente/Attraente,Attrattività,1,-3,right
U06,Deliveroo,15,Usuale/Moderno,Novità,1,-3,right
U06,Deliveroo,16,Sgradevole/Gradevole,Attrattività,4,0,right
U06,Deliveroo,17,Sicuro/Insicuro,Affidabilità/controllo,6,-2,left
U06,Deliveroo,18,Attivante/Soporifero,Stimolazione,7,-3,left
U06,Deliveroo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,5,-1,left
U06,Deliveroo,20,Inefficiente/Efficiente,Efficienza,2,-2,right
U06,Deliveroo,21,Chiaro/Confuso,Comprensibilità,6,-2,left
U06,Deliveroo,22,Non Pragmatico/Pragmatico,Efficienza,2,-2,right
U06,Deliveroo,23,Ordinato/Sovraccarico,Efficienza,3,1,left
U06,Deliveroo,24,Invitante/Non Invitante,Attrattività,7,-3,left
U06,Deliveroo,25,Congeniale/Ostile,Attrattività,7,-3,left
U06,Deliveroo,26,Conservativo/Innovativo,Novità,1,-3,right
U06,Glovo,1,Fastidioso/Piacevole,Attrattività,5,1,right
U06,Glovo,2,Incomprensibile/Comprensibile,Comprensibilità,6,2,right
U06,Glovo,3,Creativo/Privo di Fantasia,Novità,7,-3,left
U06,Glovo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,1,3,left
U06,Glovo,5,di Grande Valore/di Poco Valore,Stimolazione,4,0,left
U06,Glovo,6,Noioso/Appassionante,Stimolazione,1,-3,right
U06,Glovo,7,Non Interessante/Interessante,Stimolazione,1,-3,right
U06,Glovo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,5,1,right
U06,Glovo,9,Veloce/Lento,Efficienza,2,2,left
U06,Glovo,10,Originale/Convenzionale,Novità,6,-2,left
U06,Glovo,11,Ostruttivo/di Supporto,Affidabilità/controllo,2,-2,right
U06,Glovo,12,Buono/Scarso,Attrattività,4,0,left
U06,Glovo,13,Complicato/Facile,Comprensibilità,6,2,right
U06,Glovo,14,Repellente/Attraente,Attrattività,5,1,right
U06,Glovo,15,Usuale/Moderno,Novità,2,-2,right
U06,Glovo,16,Sgradevole/Gradevole,Attrattività,4,0,right
U06,Glovo,17,Sicuro/Insicuro,Affidabilità/controllo,4,0,left
U06,Glovo,18,Attivante/Soporifero,Stimolazione,6,-2,left
U06,Glovo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,1,3,left
U06,Glovo,20,Inefficiente/Efficiente,Efficienza,6,2,right
U06,Glovo,21,Chiaro/Confuso,Comprensibilità,5,-1,left
U06,Glovo,22,Non Pragmatico/Pragmatico,Efficienza,1,-3,right
U06,Glovo,23,Ordinato/Sovraccarico,Efficienza,7,-3,left
U06,Glovo,24,Invitante/Non Invitante,Attrattività,7,-3,left
U06,Glovo,25,Congeniale/Ostile,Attrattività,4,0,left
U06,Glovo,26,Conservativo/Innovativo,Novità,2,-2,right
U07,Deliveroo,1,Fastidioso/Piacevole,Attrattività,5,1,right
U07,Deliveroo,2,Incomprensibile/Comprensibile,Comprensibilità,6,2,right
U07,Deliveroo,3,Creativo/Privo di Fantasia,Novità,5,-1,left
U07,Deliveroo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,2,2,left
U07,Deliveroo,5,di Grande Valore/di Poco Valore,Stimolazione,3,1,left
U07,Deliveroo,6,Noioso/Appassionante,Stimolazione,5,1,right
U07,Deliveroo,7,Non Interessante/Interessante,Stimolazione,5,1,right
U07,Deliveroo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,7,3,right
U07,Deliveroo,9,Veloce/Lento,Efficienza,2,2,left
U07,Deliveroo,10,Originale/Convenzionale,Novità,6,-2,left
U07,Deliveroo,11,Ostruttivo/di Supporto,Affidabilità/controllo,5,1,right
U07,Deliveroo,12,Buono/Scarso,Attrattività,2,2,left
U07,Deliveroo,13,Complicato/Facile,Comprensibilità,7,3,right
U07,Deliveroo,14,Repellente/Attraente,Attrattività,5,1,right
U07,Deliveroo,15,Usuale/Moderno,Novità,6,2,right
U07,Deliveroo,16,Sgradevole/Gradevole,Attrattività,6,2,right
U07,Deliveroo,17,Sicuro/Insicuro,Affidabilità/controllo,3,1,left
U07,Deliveroo,18,Attivante/Soporifero,Stimolazione,3,1,left
U07,Deliveroo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,2,2,left
U07,Deliveroo,20,Inefficiente/Efficiente,Efficienza,6,2,right
U07,Deliveroo,21,Chiaro/Confuso,Comprensibilità,2,2,left
U07,Deliveroo,22,Non Pragmatico/Pragmatico,Efficienza,6,2,right
U07,Deliveroo,23,Ordinato/Sovraccarico,Efficienza,2,2,left
U07,Deliveroo,24,Invitante/Non Invitante,Attrattività,2,2,left
U07,Deliveroo,25,Congeniale/Ostile,Attrattività,3,1,left
U07,Deliveroo,26,Conservativo/Innovativo,Novità,5,1,right
U07,Glovo,1,Fastidioso/Piacevole,Attrattività,3,-1,right
U07,Glovo,2,Incomprensibile/Comprensibile,Comprensibilità,3,-1,right
U07,Glovo,3,Creativo/Privo di Fantasia,Novità,3,1,left
U07,Glovo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,5,-1,left
U07,Glovo,5,di Grande Valore/di Poco Valore,Stimolazione,5,-1,left
U07,Glovo,6,Noioso/Appassionante,Stimolazione,4,0,right
U07,Glovo,7,Non Interessante/Interessante,Stimolazione,5,1,right
U07,Glovo,8,Imprevedibile/Prevedibile,Affidabilità/controllo,2,-2,right
U07,Glovo,9,Veloce/Lento,Efficienza,6,-2,left
U07,Glovo,10,Originale/Convenzionale,Novità,3,1,left
U07,Glovo,11,Ostruttivo/di Supporto,Affidabilità/controllo,3,-1,right
U07,Glovo,12,Buono/Scarso,Attrattività,5,-1,left
U07,Glovo,13,Complicato/Facile,Comprensibilità,2,-2,right
U07,Glovo,14,Repellente/Attraente,Attrattività,5,1,right
U07,Glovo,15,Usuale/Moderno,Novità,5,1,right
U07,Glovo,16,Sgradevole/Gradevole,Attrattività,2,-2,right
U07,Glovo,17,Sicuro/Insicuro,Affidabilità/controllo,4,0,left
U07,Glovo,18,Attivante/Soporifero,Stimolazione,3,1,left
U07,Glovo,19,Conforme alle Aspettative/Non Conforme alle Aspettative,Affidabilità/controllo,7,-3,left
U07,Glovo,20,Inefficiente/Efficiente,Efficienza,3,-1,right
U07,Glovo,21,Chiaro/Confuso,Comprensibilità,5,-1,left
U07,Glovo,22,Non Pragmatico/Pragmatico,Efficienza,3,-1,right
U07,Glovo,23,Ordinato/Sovraccarico,Efficienza,6,-2,left
U07,Glovo,24,Invitante/Non Invitante,Attrattività,5,-1,left
U07,Glovo,25,Congeniale/Ostile,Attrattività,5,-1,left
U07,Glovo,26,Conservativo/Innovativo,Novità,7,3,right
U08,Deliveroo,1,Fastidioso/Piacevole,Attrattività,5,1,right
U08,Deliveroo,2,Incomprensibile/Comprensibile,Comprensibilità,3,-1,right
U08,Deliveroo,3,Creativo/Privo di Fantasia,Novità,6,-2,left
U08,Deliveroo,4,Facile da Apprendere/Difficile da Apprendere,Comprensibilità,4,0,left
U08,Deliveroo,5,di Grande Valore/di Poco Valore,Stimolazione,4,0,left
U08,Deliveroo,6,Noioso/Appassionante,Stimolazione,3,-1,right
